text,split
이름 화이팅  개가 짖어도 열차는 달립니다  힘내십시오  그리고 비빔밥 달라고 어린아이 잠투정하는 것 그냥 무시하시고 묵묵히 갈길 가십시오 ,train
사회주의 공신국가 만든다고? ㅎㅎ,train
대한민국에서 색깔론은 대단 한거임?색깔로 사람이 죽고사는데? 말조심 해야지?배 신 자!,train
이름 씨   자신이  없어면   당을뜨나면되요   당 대표  물고  너러진들  덕될것이 없어보이네요  기자회견을 몇번  종합해보면 덕목과  자질도  그럭고   그룻이  작아 보이네요  이름  님   이름 님    힘내세요,train
방역에 나몰라라하는 무분별한 행동들!그런사람들이 매사 불만과 비판만 합니다 제발 나부터 조심합시다!,train
박성인이 부럽다  그냥 복이 굴러 들어오네,train
그럼 이름를 왜 욕했던거야?,train
아버지가 반대햇대자나 그리고 여자가 위험한 날이엿으면 조심해야대는거임,train
이름도 나와라~!!,train
머하는 짓인지ㅜ  세상이 미쳐돌아가는구나,train
야 OOO아  아픈 이름 전 대통령은 4년을 차디찬 감옥에 있다 ,train
내년 선거는 공산당과 민주주의 대결이네,train
우리나라법은 이상해요위조신분증들이밀고 술마시는미성년자나실내금연식당에서 몰래담배피우는손님이나방역수칙어기고 모른척들어왔다가 음식다먹고 테이블간왔다갔다하는손님들 이런 사람들이벌금을 내도 더내야지왜 업주들벌금이더큰건지 도대체알수가없음,train
이름 친한파에 외국물 많이먹고 왜그러나 했더니   아들때문에 뒷사정이있네   함내세요 따거,train
펨코  일베  디씨는 좌표 찍고 여성혐오 댓글 다는거 그만해야됩니다,train
이름이가 막을 생각이나 하겠나,train
대장군   추 대장군이라고? 역시 이름할매가 이렇게 설쳐줘야 국힘당지지율이 올라가더만     이름할매 땡큐~~~,train
문재인 양산저택도 미리 저당 잡아라  탈원전 피해금액이 수백조다  그것 다 갚을려면 10대손까지 해야 힌다 ,train
국가는 무었하나,train
우리나라는 개떡같은 법과 그 법을 다루는 판사들이 범죄사회 조장하는 경향이 있다!,train
참~~~ 빨리도 간다,train
왜 없나요? 난 이름아나운서 더 좋이ㅣ졌는데  할말하는 연예인 공인 사람들이 좋아요~~,train
그렇지만 99 9%이상 모든 사회복지및 장애우관련 특수교육종사자들은 열악한 처우에도 사명감을 가지고 최선을 다하고 있습니다  ,train
쪽 팔림은 니가  영광은 나에게  ,train
치과 과잉진료 막을수있는 법안이나 좀 만들어주라,train
요즘 이런기사에 기분 좋다그러면 삭제당하고 경고옴ㅋㅋ 조심하셈 이런거 통제하더라,train
책임 (責任) - 어떤 일에 관련되어 그 결과에 대하여 지는 의무나 부담  또는 그 결과로 받는 제재(制裁)  어떠한 일에 관련되어   관련되어   관련되어   그치? ●책임을 진다는 말은 곧  간섭을 하겠다는 말과 같다 ●,train
이건 아니지 안전모를 써야된다고 직접 말로 해야기 누가 간판을 보냐?,train
소름~ 딸자식처럼 막역한 사이라  매번 마주하고 볼 때마다 머릿속에 어떤 잡동사니들이 굴러갔을고  소름끼쳐  ,train
적당히먹어야지 제대로 먹는건 집에서,train
우리 이름양 목에 금메달 떡하니 걸리면 금상첨화일 듯  클라스에 어울림  이 아줌마가 격하게 아낌  사랑하오 이름양,train
합리적인 방역으로 코로나도 이기고   경제활동도 하고 사람도 좀살자 ,train
제되로 교육받은 부모라면 절대 안 시킨다  공부할 나이에 아이에게 뭘하는건지  배울거 배우고해도 늦지않아  정말 대한민국이 어찌되려고 딴따라에 미치는지  애드리 문제가 아니라  국가 사회 부모 학교가 문제야,train
이쁘네 한국 여자 보다 북한 여자들이 예쁨,train
이런식으론 절대 못 막습니다 꼭 필요한 업종 외  모두 셧다운 해야합니다 단 2주만이라도  ,train
아직도 약하냐?,train
it강국? 누가그래? 헛소리  우리보다강국더많아 ,train
허~ 아주 맛 갔네  경피리도 가고 희롱이도 가고  이름만 남았나 ,train
민노총 집회한지 몇일 지났다고 민노총 타령들이야ㅋㅋ이건 집회전에 이미 확진 된거고  민노총에 확진자가 있었으면몇일 뒤에 민노총 여파가 오겠지  좀 나아진다 싶으면 헤이해져서 막 풀어 주니까 이 꼴나는거지  단계를 올렸다 내렸다 계속 되풀이하고 있자나;;,train
???그냥 눈화장 색이 변한거 같은데   뭐가 달라진거죠??톤만 좀 연해진거 같은데  ,train
참 이상하다   우리나라는 독재는 해도 경제를 발전시키려고 노력은 했는데   재네는 자원도 풍부하면서 왜 저러고 사남???,train
우리 동네도 검사 받느라 줄이 길게 늘어졌고  번호표 못받고 돌아간 사람들도 부지기수다! 확진자 숫자도 중요하지만 수검자 대비 확진자 수도 중요하다!!! 왜 정확한 통계는 안알려주고 국민을 통제만 하려 드는가!!!,train
성기만 바꾸면 여자가 되나? 세포하나하나가 xx 염색체와 xy염색체로 다른데   우리몸의 세포가 50조~100조 개의 세포로 이루어졌는데   세포하나하나 모두다 바꾸지 않는한 남자는 남자인데  기본적으로 남자는 테스토스테론 호르몬의 영향으로 월등히 근육량이 높다는 사실  앞으로 남자대회에서 별로 성적을 못내던 남자들이 차별금지법이 통과되면 성전환해서 여자대회 참여해서 이렇게 메달 싹쓰리하는 역차별의 세상이 온다  에효~ 절대 막아야함 차별금지법,train
식구끼리 도와가며 사는거지 얼마나 무관심했으면 아주 오래전도 아니고 시장하실때 힘들게 돌아가셨나? 그땐 청소노동자 관심도 없었고 몇년전에도 없었고 지금은 대권도전해야하니 관할도 아닌 서울상경해 눈물코스프레 하시나요?,train
온동네 다 퍼뜨리고 다닌 다음에 검사 받아 주십시요 하며 사정하네  살인자 놈들 ,train
이런인간들 때문에 조선이 망했다!이런인간들 때문에 수많은 독립운동가들이 목숨을바쳐야했다!이런인간들 때문에 일본은 아직까지 제대로된 사과한마디안한다!,train
ㅋㅋ 소와 돼지 뒤로 내통하고 쇼하는거 다 안다  이름 이름,train
이름 책임 아닙니다~ 모두의 책임입니다~ ㅋㅋ,train
저기가서 순순히 검사해주는 젊은이도 참  무증상이병이냐?,train
인성도 보면서 뽑자  쪽팔림 ,train
백신못구하는 정부는 어린아이가 엄마한테혼나기싫어서 핑계아닌 거짓말을해서 순간모면하려는것처럼보인다  현정부는 국민께 한번제대로욕먹고사실현황을 보고하고 지금부터라도 열심히 뛰는모습을보여주면좋겠다 작은거짓말을피하기위해 조금씩커지는거짓말과 행동은이제그만해라 그리고거리두기도 형평성맏게 다시수정해라 빠른비트틀면안된다는것이 현정부 머리들모아놓고나온이야기라는것이 정말창피할정도다 ,train
재작년 12월 부터 중국 우한폐렴 발생할때 기하급수적으로 확산된다고 국내 입국 봉쇄조치 하자고 할땐  정부와 언론에서 공포감 조성하지 말라고 했잖니  지금 정부가 공포감 조성하는것이냐?,train
100퍼 안죽는다 어디 짱박혀 있음,train
이 나라를 구하기 위해 이름 은 대통령 선거에 출마해 국민의 선택을 받아야 한다나라를 구해야 한다 이제 민주당 후보 경선만이 아니고대통령 선거에 나가 이 나라를 구해야 한다 이름 밖에 없다이름 대통령 감이 못된다 이름이다 대통령 선거에 이유여하를 막론하고 출마해 국민의 선택을 받아야 한다 아름다운 대한민국 아름다운 이름 화이팅,train
윤의원 첨엔 잘몰랐는데 몇번 발언하는거 그리고 유튜브서 이야기하는거보니 정말 대통령해도 될분 같네요 지금 어느 대선후보보다 나은듯,train
정부곤혹? 그냥하던대로해라 일본이고 북한이고 누치보지말고 하던대로해라 우리가 강자다 답답하고 아쉬우면지들이 고개숙이고들어온다! 옛말에 목마른놈이 우물판다는말도모르냐! 문통님 임기중에 뭔가해야한다는 생각에 무리하지말고 머리숙이고들어가지마세요!,train
이름 말의 반은 구라에 반은 호도다   이거 모르는 사람은 그쪽 사람 아님 재빠들밖에 없음,train
슬퍼서 눈물이 나온다  원시시대에도 저러지는 않았을 거다,train
우리도 희생양이고 힘들다,train
입시보나? 체력단련 점수 잘 받을려고?,train
이딴거 조작해서 의혹 만들지말고  코로나*차나 막아라한심한것들아  지금 이런상황에서 누가 이런걸 믿겠니??ㅉㅉ ,train
아이고 그건 지금 때가 아니에요,train
아 됐고 선정적 식단이니까  이 다음에 나올 식단은 다들 알테니까  거짓말도 자꾸하면 진짠 줄 안다 ,train
더불어민주당 차기 청년대표 예약이네,train
이 사람이 그래도 일본에서 알아주는 배우임 울 나라로 치면 이름 급,train
남북관계 흐리거나 말거나 상관없음  한민족이라해서 정치체제 꼭 같아야하나? 손절하고 각자 살았음좋겠음  북은 핵안고 중공이랑 살던지말던지  우리는 훈련이고 뭐고 살던대로,train
술 먹고 국회에 깽판치러가는놈,train
화이자 *차 접종 후 웃음소리가 바뀌었습니다 '히이잉~',train
학사비리 있을기다 추적해바,train
일반인인 내가 봐도 제목부터   비문인데   조사가  ,train
그러고도 턱걸이 할 기분이 나니?여튼 관찰대상이랄까?,train
아니 근데 아직 성추행이라고 정확히 결론난것도 아닌데 왜 맨날 연예인쪽만 신상 다 까발려져서 여론을 형성하냐  결론난 다음에 까발려져도 되잖아  이러고서 무고죄로 판결나면 이렇게 이미지 깎아먹고 스트레스 받은건 누가 책임짐,train
직위해제?ㅋㅋ 민노총은?,train
너같은 부류의 집단은 사회에 말하지 말고  폐끼치지 말고 조용히 가진것 누리며 살아라그게 우리가 니네들 보는 기준이다애비 닮지 말고  ,train
미안하고 감사합니다,train
진짜이만큼 버틴것도 대단함   !!!일반인으로 여신처럼 살아요  !!!!고생했어요 이름언니,train
본인도 중공에 약점 잡혔지만 그아들이 마약했다면 그에 상응하는 약점은 안뵈도 수두룩하겠지 만약 이름* 반중하거나 어중띠면 아마 부자의 말못할 일들 형법상 처벌받을 일들을 중공이 언론에 퍼주고 여론이 파장 일어나면 둘을 합법적으로 죽이겠지 당연 재산도 몰수하고 ㅋㅋ이름 정의스런 궁푸로 세계를 평정했는데 결국 중공한테  ,train
내가 이래서 민주당 찍지  당분간 주식폭락할 걱정은 안해도되갰어? ㅋ,train
공감순댓글이 안보이네 ?,train
지금은 여성이 교욱적으로 차별받는 세상이 아니다,train
코로나 시러시러,train
미화할게 없어서 성추행범을? 에라이--퉷,train
솔직히 보수가 나라를 안정시키는건 맞지,train
비대면시대에 건강도 지키고 쓰레기도 줍는 그야말로 1석2조 친환경 운동법 플로킹이네요  걸으면서 건강도 챙기고 환경운동에 동참할 수 있으니 정말 좋은것 같습니다  많은분들이 함께하면 좋겠어요 ,train
안그래도 저출산인대 이번어 좋은일하자~ 난민많이받아서 중소기업일자리 해결도하고~,train
국민도 다 아는 사실이었지만 검찰조직의 힘으로 그냥 뭉개버렸죠 그걸 확인받았다는게 정말 큰일을 하신거,train
미국은 코로나가 발발하기전부터 와있던 주한미군 에게백신우선공급했는데뭐 백신 접종하기전에 출항했다고들어올때까지 안보내고 있다는건가참 일하는거라고,train
정말 멋진 배우 이름  실물이 훨씬 나으시던데  ,train
이념  성  관습 법  그위에 사람이 있다  지금 동성애자를 바라보는 우리의 편견과 관습  종교가 세뇌시킨 차별  나와ㅠ다름은 곧 적대시 하는게ㅜ아직 이 사회에 많다  탈레반이나 정교적 사회적 관습적 편견이 성장하면 그것도 탈레반이나 다를바ㅜ없다  쏠림은 곧 확일주의이고 확일주의는 다름의 탄압이다  이념 종교 관습 이전에 인간다움이 항상 먼저다,train
대선때 오보아니었고나,train
그래 의견이 다를수있고 서로 건전한 비판을 있어야 발전한다,train
댁네 식구들 한테야 좋은 아버지 겄지  아니 어느 집 아버지는 안 좋으냐?? 후보는 좋고 나쁘고를 따지는 게 아니라 미래를 준비 할 능력이 있냐? 위기 관리 능력이 있냐  외교 능력  세대간 조정  미래 먹거리   *차산업 준비   환경 대처능력 이 모든 걸 다 봐야 하는데  이름은 일단 너무 모르고  준비가 안 됬다 대한민국은 초자가 드라이브 거는 나라가 아니라규!~~~깝깝하다 사고들이~~~,train
인기몰이에만 집착 하다 나라 망치는 문정권  ,train
와  이더위에  의료진들 정말 수고 많으시네요 감사합니다!!!,train
왜냐면 코로나는 감기이기 때문이다,train
이래서  가짜뉴스하는구나 원화는 몰리니 먹통될수도 있지 수요일  오늘은 몇번만 터치하고완전 잘들어가지는데 헐~~나쁜 뉴스들 판치네,train
여배우 김모씨 동서네,train
맞는 말인데  ,train
아싸 술집좀 닫아라~~~,train
또 분열하려고 하네 또 지고싶나,train
나쁜것들… 대통령 얼굴 먹칠하는것들 다 잡아들여,train
찔리는게 많은가보네? 으이구~ 원숭이들아  ,train
엌ㅋㅋ 완전 닮았다 그리고 뭐가 아깝냐느니 그런소리좀 하지마라 진짜,train
그러게요 전세계로 방송나가는데 큰점수차로 끌려가고있는상황에서 주전선수꼬라지하곤 얼마나 기가찼으면 카메라맨이 잡았을까,train
이름이가 그랬다 왜 밤 늦도록 술마시고  노래하고  춤추게 하니? 대행때 보다 못한  시장 행태다  ,train
우리나라 또는 세계에서 세금 제일 많이 납부하시는 분이 이름총재님이십니다  거의 50억에 가까운 세금을 납부하고 계시는데 언론들은 아직도 그 분의 진정한 본 모습을 보도조차 하지 않고 오로지 총재님 음해하는 것에만 정신이 팔려 있습니다  진짜 정말이지 언론인들 정신차려 합니다  이름총재님에게 저의 소중한 한 표를 선사 할 겁니다 ^ㅡ^,train
이러한와중에 노래가중요하나,train
Bbc 기자 한국여자,train
한참 예능에 나와서 방송국에서 섭외할땐 언제고 제발 연예인들도 검증해서 방송하자 어린아이들 따라한다,train
이사비라도 챙겨주던지 해라 다른데로 또 이사가야잖어,train
얘네들 너무 막간다  왜 이러는 걸까요? 똥줄 탄거죠?,train
맞다 부인재산은 손 못댄다  공매는 1/2지분만 팔았어야지 부인거도 파는건 잘못이지 ,train
범법자는 교도소로 !!,train
이름도 중앙정보부원들을 시켜 일본에 있던 이름을 기절시켜 납치해서 현해탄 바다속에 집어넣어 죽이려다 미군 비행기와 잠수함이 나타나 막았다고 전해지는 전설이 있지요,train
급하고 위험할때 도움을 주는게 인지상정이지  단  우리편만,train
번짓수가 틀렸네요 미국한테 그런 부탁이 필요한거지 이름은 원치않아요,train
방역할거면   광복절 집회처럼 똑같은 잣대로 민노총한테도 좀 하면안됩니까 휴우~~,train
방역단계 내용이 헛점 ,train
비정상인들이 만든 나라  시기적 행운으로 선진국이 되었디만 현대사회에서는 도태되기최적의 조건을 갖춘나라로 전락했다 ,train
자구책도 없이 수신료만 인상하는 것에 반대!,train
털레반때문에 털리는 사람들 안탑깝네요 그러나 세상의 보편 타당성과 정의는 언젠가 승리 할 겁니다 ,train
이성에 어필할 권리도 보장되야하고  반대로 이성에 성적대상으로 보여지지 않을 권리도 보장되야함  의도적 성적어필 복장이나  노출을 줄인 복장 양측 모두 바람직함  본인은 입되  타인에 사상 강요만 않하면 됨 ,train
지능적안티인가? 아니면 지능이 낮은건가? 범법자 주제에 무슨 비판이니 뭐니 떠들어대지? 니가 하는말은 보수진영에 해가 된다는걸 몰라?,train
맥락상 업종에 따라 탄력적으로 일해야하는데 52시간으로 딱정해놓으니 그거의 단점을 말한건데 숫자만 보고 대서특필하네요 ,train
경기장 지어놓고 안할수도없고  그치? 난 티비로 볼께,train
저번 대선부터 공약이였다 인기 얻을려고 급조한게아님,train
ㅂ  ㅈ 들  또 쇼하네 ㅋㅋ,train
이걸 핑계라고~~~~,train
이름 선수 최고최고에요! 쑥쓰러워서 댓글 삭제했다가 다시 남기네요  경기 보는 내내 감동입니다~! 항상 응원하겠습니다~,train
닝 깜도안되는게 내가 가만있어라고 안카나 넌집에가서 손자나봐라,train
이런사람이 경찰이였으면 좋겠다,train
아이고 어쩌면 좋당가 우리 이름 수기 이름 가슴이 다 썩어 문드러져 버리면 워쩐당가,train
이름을 만나게 해줘야  ,train
인간들아  삼성의 오너가 지위가 이름만도  못하다는거냐? 별,train
밀실살인 아니냐  범인은 누구일가? 이름 출동해라  둘다 핸드폰도 읍냐  사소한게 큰것이다  이동네 이상하다  심심치않아 ,train
유교주의의 한국에서는 그런건 금지입니다  한 사람들 모두 벌받으세요 ,train
스스로를 지킬 능력도 안되면서 전작권 들먹이는 속셈이 뭘까그렇게 북한과 중국이 좋으면 그곳에 가서 살면되지자식들은 왜 다 미국으로 이민보내고 학교보내는건가사회지도층이란 말도 웃긴다 누가 누굴 지도한단 말인가교육열 높은 우리나라에서 전쟁나면 그 지도층이란 사람들 제일 먼저 도망갈텐데본인들 자식들 잇는 미국으로일반 서민들 당장 오늘 하루 먹고살기 바쁘고 세금꼬박꼬박 내며 성실하게 살다 뒷통수 맞지 말고 다들 정신차리고 살아야한다 그래야 국민을 우습게 보지 않는다,train
사면하는 순간 정권은 국민의힘으로 넘어간다  중도층 모두 현정권에 등돌릴것이다 ,train
이름이 배우 이름(써니에서 반대 패거리 리더)하고 많이 닮았네,train
20대 남성이 어떠한 측면에서 기득권인가 이제 목소리를 내어 이런 불평등함을 해소해야한다!!! 남성연대화이팅!!!,train
방역수칙 어긴 압소에 추가로~~방역수칙 어긴사람들도 포함해야됨~~~!!,train
가진자들을 위한 정책  누가 셋을 낳을 수 있나  ,train
이름 지사보다는 낫네요  ,train
중국얘기 그마~~~~안!!,train
잘보았으면 씹지는 말자! 자유댸한민국도 이제는 선진국이다  후진국처럼 놀지 말자 ,train
그럼없는자리 만들어 월급은 왜주냐 지 마음의빚 갚으려고?,train
사기가 한두개도 아닌데  수십억 국민세금 사기쳐도 겨우3년??장난치냐??수많은 사기 다처벌해야 정의고 공정이다~,train
너무 잘했어요 비록 체력의 한계가 와도 최선을 다해준 그대들이 있어 너무도 행복 했어요  정말 멋진 사람들 입니다 그대들 에게 최고의 찬사를 보냅니다  우리 선수들 최고 입니다  ?? ?? 그리고 감사하고 고맙습니다 ,train
층간소음 겪어본사람은아래층 문신남 충분히 이해됨,train
전술핵은 우리가 배치하자면 미국이 예~하고 배치해준다냐?,train
난 솔직히 문빠인데 이건 아닌듯 지금 국민감정도 생각하면 이건 잘못 판단한듯  아쉽고 아쉽다,train
기자의 펜끝이 얼마나 무서운지 알수 있는 기사네요  기자님도 객관적으로 쓴거 겠지요? 하지만 시대의 영웅을 혹평  모략하거나 나이어린 선수를 죽어라 욕하는 댓글에 분노가 치민다 ,train
한국이 잘못 했네  왜 굳이 저런 문구를 일본 내 한국 선수단 숙소에 붙여야 했을까  만약 일본에서 한국에 저런 현수막을 붙혔더라면 난리났을 걸  분명 시민단체가 개입되어 있다  자기들 단체가 유지되고 국가로 부터 지원금을 받기 위해서는 일본하고 항상 적대적인 관계를 유지해야 하니까  정치인들이 일본을 이용해 먹듯이 시민단체도 마찬가지지 ,train
70대의 고령에 병든 여성을 계속 가둔다고?그러면 인권유린이지…해도해도 너무한다!,train
이거 거짓 들어나면 이름 지지율 하락~둘이 사전에 말 오간거 뻔하다 5월에 조사받았는데는데 왜 이제와서 말하냐 짜여진 각본이다,train
우리 이름도 막강한 군대를 당나라 군대로 만들어서 전쟁보단 평화가 먼저이지 않겠습니꽈 돈들고 튀면 더불어 인사도 따라서 우루루~ 외국으로 튈듯 군장성 인사들도 대통이 없는곳에 힘도 못 쓰고 지리멸렬할듯 자신의 튼튼한 백이 있다가 미군 철수 하면 북한이나 중국이 얼씨구나 때는 이때다 싶어 공격빌미를 주게되고 미군이 없는 대한민국은 긴장 공포 불안  싸우는 전의가 사라져 베트남처럼 아프칸 처럼 다를게 없을것 같다,train
뉴스거리도 아닌걸 왜 보도하냐  기자는 딴짓한적 한번도 없을까  해도해도 너무한다 ,train
정말 간절함의 힘을 느낀다이름과 그의 팀이 간절함으로 우주의기를 모으는듯 ㅋㅋ 이왕하나 나온거 한명만 더나와라 ~~~~,train
민주화운동을 권력처럼 휘두를 때부터 수상했어  결국 그들이 꿈꾼 세상은 철저한 그들만의 세상을 원했던거야  독재라고 안하지 철저히 우린 민주화운동을 했고 언론자유야 말로 민주주의 주축이라면서 언론으로 피해입은 국민을 보호하기 위해서라며 양념들에게 신호하지  뭣도 모르는 양념은 환호하고  정말 언론에 다뤄지는 국민들의 비율이 얼마나 될까? 범죄에 연류되거나 아주 좋은 일을 했을 때인데 그게 얼마나 될까? 위정자나 권력자들이 대부분 언론에 실리는거 아닌가? 결국 윤미향보호법이랑 언론중재법이랑 같다고 봐도 억측이 아닐거 같다,train
육상경기에 배 보이는 짧은 유니폼이 선정적이라고 논란이라는 기사를 오늘 아침이 본 것 같은데…,train
힘내세요 사필귀정입니다,train
선택할 수 없는 사람에게 선택할 자유를 주는 게 무슨 의미가 있나? 이름은 안보 문제만 안 나오면 완전 똑똑함 ,train
이렇게 된거 강제 집단면역 말고는 답이 없네  행운을 빔,train
오고가는게 있어야지 대통령령으로 전원 면제시켜 줘라,train
옛날부터 이짓했는데 고쳐지지가 않네~~,train
조중동 이제 뭐먹고 사나  ,train
ㅅㅅ는 언제 하셨나요?,train
그 정당 출신 광역시 시장은 서울에 14명이나 모이는 식사자리가서 놀다오고 그뒤에 시민들한테 방역지침 준수해달라고 했지요 ,train
중국은 마약 관련 사범은 내외국인 가리지 않고 무조건 사형이다  한국인 마약사범도 과거 다 사형당했다  아편전쟁 트라우마 ,train
전라도 욕보이게들 하지들마라 좀성숙해지자 ,train
Good ~~~화이팅  이름 이 답이다,train
정부(경찰)의 책임도 크다  재고부족으로 스마트워치 지급을 하지 않았다는건 잘못을 인정한것과 다름없다 ,train
왜 이름을 언론에서 띄우나? 사회부조리와싸울힘도 개혁적이지도 않은 목소리뿐인 엄중이름은 그만 욕심부리고 이름  이름 이름  이름과 함께 정계은퇴가 민주당 당원과 국민에 대한 도리다 ,train
《더욱이 이스라엘은 현재 한낮 기온이 30도를 웃돌만큼 날씨가 무덥다》 이거 맞고 문제생겨도 기저질환탓하고 나몰라라하겠ㅈㄱ,train
일머리  공부머리 따로 있다는데 아니다 공부 잘하는 애들이 일도 잘하더라 노력해 보겠다 첨부터 잘하는 사람이 어딧냐는데 대충 얘기해도 첨부터 잘하는 애들이 있어요 그러니 그런 애들을 뽑을려고 난리인거고 빠릿빠릿 살아야지 일할때 일하고 쉴때 쉬라고 일못해서 늦게까지 일하고 담날 빌빌거리고 차별이 아니고 능력을 보는거라고,train
정말 까도까도 미담뿐 정말 바르게 살아오셨다는 반증이네요 ,train
이름형님 존경합니다,train
자극적인 제목보고 알았네 정부에서 민노총집회 허가안해준 불법집회였는데 거기다 엮냐?? 아직 정신 못차렸네,train
이름해손으로고소하세요,train
이번엔 좀 더 덜 나쁜사람 욕심이 좀 덜 없는 사람으로 대통령 뽑아야겠당~~,train
이름 ㅂㅂ 는뭐하나? 이런거 처리하라고 뽑아준지도 모르고  에라이!!!,train
조국네 이름 청와대로보내이름재명부겸다받아,train
이름가족 외국이주한 딸래미 세무조사 해야함 어찌 망해가는 게임 업체 연봉이 얼마라고 외국 국제 학교를 다보내고 이건 말도 안되는소리지 이름가족들 국정감사부터 세무조사 먼저 하고 시작해야함,train
이번 이름 뒤통수건과 맞물려 전혀 맥략 없는 말은 아니 듯 이름의 탄핵 운운 이름의 정책토론 한번 하자는데 당헌당규 거론하며 대표를 흔들고 이름의 젊은 대표와 상호 신뢰 운운 하며 통화한 내용을 자의적 해석으로 정리된다가 이름이다 이걸 이름 한테 맨먼저 까발리는 일련의 과정에서 보면 물밑에서 움직임이 있었든 듯 하다 최고위원중2명만 사퇴하면 이름 체제는 무너진다 이름1명 확보 했고 아마 최고위원 1명의 동조를 이끌어 내지 못해 결행을 미루고 있다고 본다 의원총회에서 이름최고가 이대표에게 공개 경고한 것을 보면  ,train
이미지 전환시킬려고 막무가네 기사올리더만 결국 하나 건졌네 ㅊㅋ,train
지금 예약사이트에 53~50대  8월19일부터 예약이라고 뜨는데요? 지금 7월인데  ,train
■ 약한 처벌 계속되는 범죄,train
머리랑 수염부터 좀 깎아보지 먼저  ,train
이거 발표하고 광팔려고 하나가 백신 구매 다 놓친거잖아 백신 수급이 원활하고 백신 다 맞았으면 *차 대유행은 없었다 맨날 나와서 광팔 궁리만 하는게 빤히 보인다 ,train
우리나라에서 민주노총에 속한 노동자들이 정말 벼랑 끝에 내몰린 자들인가? 정부가 왜 사정하고 조르고 달래려 애쓰는가? 엄정하고 공정하게 법 집행을 하면된다  목소리 큰 자들에게 골치 아프다고 자꾸 물러나주고 선거철에 적당히 이용해먹다가 결국 나라를 망칠 괴물 노총을 만들지 않았는가  늦었더라도 법을 바로 세워야 나라가 산다 ,train
정청은 쪽수만 세지말고 이름한테 바른말좀 해라으이그~~~,train
이름~ 입이 비뚤어져서 그런가 말도 비뚤어지게 하는구만   여성들이 우리도 군대갈수있게 해달라고 말하는 환경? 남성들이 원해서 군대에 가게 되었나? 국가에서 부여한 의무에 따라 강제적으로 가고 있잖냐  뚫린 입이라고 아무말 잔치좀 그만해라,train
개나 소나 다 대통하겠다하면소는 누가 키울건가?,train
범법자 이름 이름 불법선거 여론조작 검경찰 조사받으라  자유대한민국 법 만인에 평등합니다  청왜대 법 위에 군림할수 없읍니다 ㅡㅡㅡ,train
추카추카 친구3인방 안부도 궁굼하네요~~ 정말 재밌게 봤는데,train
근면 성실 열정 집념의 불굴의 투혼을 응원합니다 ^^~~~!,train
중국도 사유재산 소유가 거의 인정된다  우리 기업도 중국 가서 사업을 해야 하는데 반중 정서를 선동하는 건 국익에 도움이 되지않는다,train
미국이 설계한 큰 그림이 이제 움직이고 있네요  미군의 아프간 철수가 이렇게 중국의 아킬레스건을 노릴지는 전혀 예상을 못했습니다  강제 합병된 중국 소수민족의 분리 독립을 진심으로 응원합니다 ,train
동네 유사레저수준 ㅋㅋ,train
정부의 공적인 행사중 하나잖니  저걸 못 잡아 안잡겠니  ,train
뭔소리래요 아이들 다 등원하는데 집에서 놀면서도 보내는데,train
댓글들 왜이럼? 공동으로 회의할때 먹으니까 누가 내기그렇고 더치하자니 웃기고 그러니까 업무추진비로 나가는건데 다들 회사안다녀서 모르나 자기돈 주고 사먹으라는 댓글들 님들도 회사에서 회의할때 식사시간때 다과 먹을때 본인돈으로 드시남?,train
대부분 법인 대출이것지 뭐 ㅡㅡ,train
응 일단 나는 반일~,train
쟤 금붕어 맞음? 일반적인 애완 금붕어 아닌거 같은데? 비슷하게 생긴 다른 종 있는걸로 앎  걔들은 일반 금붕어보다 큼 ,train
안산 화이팅!!! 대한민국 화이팅????????????????????,train
여주 옷을 보면 볼수록 이름가 생각나네ㅜㅜ잘 어울렸을꺼 같은데  ,train
집에 딸을생각하면서 말을 이뿌게합시다,train
용감한 경찰 박수~짝짝짝~,train
별게 다 뉴스거리네요,train
\비판하거나 문제 제기를 할 때 수용하는 태도와 함께 소통하는 노력이 더 있었으면 좋겠다\ 희안하게 권력만 잡으면 망각하더이다 ,train
이름 화 이 팅,train
2년동안 매번 삽질  백신 접종률도 안오르고  도대체 한게 뭔지  ,train
언제부터 날생각해서 돈벌어 주것냐 지돈불리기도 바쁠텐데 나위해 돈굴려줄  인간없지,train
청소년상담사중 한명정도는지식인에서 약몇알먹야죽어요란 질문을남기는애들을 댓글남기며 상담해줬음좋겠다,train
확진자수 다시 줄어드네요 역시 이름과 K-방역??,train
이 기사를 보니 그냥 초연해지는 기분이 든다  남의나라에서 변이바이러스 드는것이 무섭다는건 인류는 이제 운명 공동체 상황이 되었다는 것 코로나 뿐만 아니라  환경 문제에서도  모두 합심하지 않는한 모두 멸인 상황  이 모든게 진짜 그냥 인샬라 ㅡ 신의 뜻 일지도 몰라  생각해보면 인간 문명이 시작된 두 나라에서 인류를 위협하는 바이러스가 만들어지고 더 강해지고 있는거보면   신이 인류를 상대로 마지막 실험 단계에 들어선것은 아닌지   제발 인도가 이제는 종교개혁을 해서 공공인프라 좀 구축했으면  전세계 인류를 위해 ,train
민주당 경선 효과   이 거품 빼고 다시 봐야 함 ,train
누구도 생각하지 못했던 생각   지나가는 개가 웃겠네  ,train
